"VideoID","video_hasText"
"CV6eKxxaNgE",FALSE
"CVDrmOmLDtU",FALSE
"CVZWdE4lpsQ",FALSE
"CVcTf5eA8WE",FALSE
"CVeeWQnXQ2E",FALSE
"CVkd6rTxUgY",FALSE
"CVor4X9OLik",TRUE
"CVpWdk0yG1U",TRUE
"CW2hC61YZOg",TRUE
"CWDKJZMnDJM",TRUE
"CWLDRY2EsgU",TRUE
"CWP-EkLqPvQ",FALSE
"CWsajPWJHKg",FALSE
"CWthYG4Caiw",FALSE
"CWwD-JC-k9c",TRUE
"CXJGDMU_2Zk",FALSE
"CXWJv4JaaWc",TRUE
"CXbxrnm8_K4",TRUE
"CXev6jD0cmE",FALSE
"CXg9jrjzdP8",FALSE
"CXi3RKn1-RQ",FALSE
"CXyZWIm23us",TRUE
"CYW619CsAIc",TRUE
"CYbW3zcvtxk",FALSE
"CYijZ6Kf7Is",FALSE
"CYt8-sl3Yt8",FALSE
"CYvmQIXnoSo",FALSE
"CZA3R4pfqyM",FALSE
"CZMwBYpXRDk",TRUE
"CZNdEmGNpqk",TRUE
"CZYPoDX2T4U",FALSE
"CZgX6l-UP0I",TRUE
"CZhGhxy6qgA",TRUE
"CZi93lGwvPQ",TRUE
"CZsVUiqKbO0",FALSE
"C_EZQufC1VY",FALSE
"C_JkeDfvbcE",FALSE
"C_oqhSUn-kA",TRUE
"C_wJmxLOoDs",FALSE
"Ca7bn9E5PCQ",FALSE
"CaC3RdpeT8E",TRUE
"CajZvOQS54U",TRUE
"CanZiAduZzw",FALSE
"CapE_11Sn5g",TRUE
"CawNGAdCEmU",TRUE
"Cb2yINOfsVY",TRUE
"Cb8gFcXtOiU",FALSE
"CbFSpTuojgs",TRUE
"CbRS-UeGkBs",FALSE
"Cbb6UUgT8tc",FALSE
"CbcwuUyKJwE",TRUE
"CbwRxuWAn-U",TRUE
"Cc0ALryguCc",TRUE
"CcM-r3yDC5k",TRUE
"CcNid_TlIPU",TRUE
"CcRp-JzIP0c",TRUE
"Cd2WNWh1XZ8",TRUE
"CdfHpIeUblY",FALSE
"CeHlkQ4Aq0Y",TRUE
"CeN5ZswqRfI",FALSE
"CePrVr2Y7WQ",TRUE
"Ce_ht5GtonA",TRUE
"CenjF1-3GmM",FALSE
"CeoongfvVeE",TRUE
"CevA2YE22AQ",TRUE
"CezcbNu-ktI",FALSE
"Cf3-hS1moI8",FALSE
"CfLKTp4pqzc",TRUE
"Cfns4sS0Cnk",TRUE
"CfusAVumP5w",TRUE
"Cg5qraZFrPU",TRUE
"CgBw6Z9_cpQ",TRUE
"CgsybuFoEVE",FALSE
"CgtouY-5Yp8",FALSE
"Ch9V5fNsOrc",FALSE
"ChC3KEtm1Ho",FALSE
"ChF7SFVnEw8",TRUE
"Ci2b9jWOUIA",TRUE
"CiAKOvGokP0",FALSE
"Ci_kYrKOwwE",TRUE
"CiuGSRFH4Fs",TRUE
"CivRaJ0eX-o",TRUE
"Cj6tQMwltOA",TRUE
"CjNGwQVdodM",TRUE
"CjU9P0Mmtts",TRUE
"CjhqUKn1FpU",TRUE
"Cjyn3HFx0zY",TRUE
"Ck2bv_oZZ9Y",TRUE
"Ck96g9oV6m8",FALSE
"CkA47TT0KVc",TRUE
"CkF4FRyzudc",TRUE
"CkNWSdHsQl0",FALSE
"CkPnMw40arM",TRUE
"CkYkZ555obs",FALSE
"CkbIHl4yEr0",TRUE
"CkcSK4A8Mqs",TRUE
"CkgrkQ0EgOo",TRUE
"CkjnzteJJcw",TRUE
"ClBxIIEhQH4",TRUE
"ClR9LQC1b3I",FALSE
"ClTlnwCugH8",FALSE
"ClW2Vjia7L8",TRUE
"ClYEXNGN-7Y",TRUE
"CljqLnuxfR0",FALSE
"Cm8oqj3IElw",TRUE
"CmTdE9YZPSU",TRUE
"CmWc0sP3VEs",TRUE
"CmaMgTpZFFE",TRUE
"CmbWkclxA7w",FALSE
"Cmf5R_KNhwU",TRUE
"Cn4y83b1Ir4",FALSE
"CnD92VhYjJs",FALSE
"CnJTGwe3ILI",TRUE
"CnKPiRbTgMI",TRUE
"CnOks8IdjI0",TRUE
"CnWpLR8VEGM",TRUE
"CndZX711ZwQ",TRUE
"Co-Na8oIwEA",TRUE
"Co9PlZ192XM",TRUE
"CoG15-TP_qk",TRUE
"CoMvJUSgsbI",FALSE
"CokJwGNHH6o",TRUE
"CokpTQ8Uzn4",FALSE
"ComqPCZAZ3o",FALSE
"Cp7TJLF0Elk",FALSE
"CpINEOVmviY",TRUE
"CpcEIUt2qyM",FALSE
"Cq0YaqUCTfA",TRUE
"Cq4alsy4duQ",TRUE
"Cq7J7E1xt5U",FALSE
"CqaqJVl98QA",TRUE
"Cqfdn4rJSNM",TRUE
"CqgG7ZSXAmo",FALSE
"CqiC3RS3kkg",TRUE
"Cqo1wHFWZes",TRUE
"CqsfYI9Lcxc",FALSE
"CqyGz6IOv-E",FALSE
"CqyY7Z4OESE",TRUE
"CrP5vSNiJTI",TRUE
"Crq2FWKKbOE",FALSE
"CruMkT6Yofw",FALSE
"CrvmE9illTk",TRUE
"CrvoDlHeWXc",TRUE
"Cs-pIw8D9QU",TRUE
"CsPHqn1c1ic",TRUE
"CsQtE0DDHi0",TRUE
"CsVq21KIE1A",TRUE
"CsZlTWH21Ic",TRUE
"CsayhkMQOUY",FALSE
"CsdIP0G0q9c",TRUE
"CsuQ_6xw74U",TRUE
"CsvEOYp-9ow",FALSE
"Ct1qEKnvl9o",FALSE
"Ct4vY_kAuTA",TRUE
"CtIk4y5pWsE",FALSE
"CtJvPK2xFOg",FALSE
"Ctja77u_nh4",TRUE
"Cu0gsYReu2M",FALSE
"Cu1atYp9pHQ",TRUE
"CuBxW4ljFJE",TRUE
"CuXOzShhsH0",TRUE
"Cua6T-FvcEA",TRUE
"CudAPsORIRw",TRUE
"Cv1LbRWYEfE",TRUE
"Cv2A1r5eYS8",TRUE
"Cv5Jfs2fH6k",TRUE
"Cv8LJ6N1KdY",TRUE
"CvNsWTpiq4Q",TRUE
"CvR8yshC4tg",TRUE
"CvVIWDET5KA",TRUE
"CvcMcj6EGU0",FALSE
"Cvjh7OEZgdY",FALSE
"CvpUmzurPNg",TRUE
"CvpkhpS3wHw",TRUE
"CvwC1OtMokw",TRUE
"Cvz0XNd4IxA",FALSE
"CwG4wGcPAE4",TRUE
"CwGZhhjoVSg",TRUE
"CwJR2nx0BIE",TRUE
"CwQGRYkVrYo",TRUE
"CwekFZu8gsU",TRUE
"Cwis3lcgXrA",TRUE
"Cx7_7u70Ivc",TRUE
"CxSu8MkSsaE",TRUE
"CxpClOs0KEE",TRUE
"Cxre3EqdFxE",TRUE
"CxxNOTSlZWA",TRUE
"Cy2Me71cyGs",FALSE
"Cy2ovxZRQvY",FALSE
"Cy2xajE8sJA",TRUE
"CyAIfarU9Ck",TRUE
"CyERoso3G4w",TRUE
"CyaEKl8lhOc",FALSE
"CykFS82FBJM",TRUE
"CyoEHFc796w",FALSE
"Cz9KDB-0RJA",FALSE
"Cz9r4jL6KWI",FALSE
"CzVxf2HJDxc",FALSE
"CzVy6eqXWzQ",TRUE
"CzXupAfswDs",TRUE
"CzZPzLavB4Q",TRUE
"Czu8bvF7aBE",TRUE
"D-BVs9Tlt6k",FALSE
"D-GDrSHgPi0",TRUE
"D-Jw_p6SGIE",FALSE
"D-LedJr10IQ",TRUE
"D-Sf3QYOkAc",TRUE
"D-j3PgYCHyI",FALSE
"D-joP9wzIYs",FALSE
"D-mDZZMPheU",TRUE
"D0iyXpkYizQ",FALSE
"D0jB3NUp1SQ",FALSE
"D0pRbXMcuWk",TRUE
"D0qO5Ly6k4o",TRUE
"D12h8D1wibg",FALSE
"D139S-bneQ4",FALSE
"D16dgmJGaKg",TRUE
"D1KtiyQghdo",TRUE
"D1QURhB0xSk",TRUE
"D1TDrSqJw9s",FALSE
"D1nzl5ECfDw",TRUE
"D1pWAsy8slE",TRUE
"D1vW83wn2xk",TRUE
"D1vagYbHTTc",FALSE
"D2K6qMizb10",TRUE
"D2KEK0jiOcI",TRUE
"D2_7vzBhQmI",TRUE
"D2guhCG1rHc",FALSE
"D2ijLJhNTUY",FALSE
"D2uWFMpHSuY",TRUE
"D2zq5RHw7sk",TRUE
"D3B9CX1_BXo",TRUE
"D3C44r7A9nc",FALSE
"D3ROljQdznY",TRUE
"D3Td0otqVgc",FALSE
"D3phDd3_PhQ",FALSE
"D3sDycqsk9c",TRUE
"D47LxbHrXbY",TRUE
"D4VVqTCfFJw",TRUE
"D4X1BNj7ch8",TRUE
"D4YCNr2ZA4Q",FALSE
"D4lD0ioNeQM",FALSE
"D4p0h55OIQQ",TRUE
"D517BLXmDRU",FALSE
"D5A2Nd5NwDk",FALSE
"D5JtYviGjoU",TRUE
"D5P7HscUEdo",TRUE
"D5QhcqhKhHs",FALSE
"D5q4SZHKXD8",FALSE
"D5zW_UGPR7g",TRUE
"D6Hlsnyl8Ws",TRUE
"D6Jt0YwPCQs",TRUE
"D6KT1LIByg8",TRUE
"D6OLdBGVRDg",FALSE
"D6fy7IU0pwg",FALSE
"D6lZH3rn04c",FALSE
"D6lwJOx6_30",FALSE
"D6pgH4-umYc",FALSE
"D79oadi8VSY",FALSE
"D79vCSXnD6g",FALSE
"D7HZGh2_32o",TRUE
"D7PUDH3Ib-Y",TRUE
"D7xAu0R67N0",TRUE
"D881guHLM0Y",FALSE
"D8SDWmiJ8Go",TRUE
"D8byxGRuTiM",FALSE
"D8gk-0h3ayo",FALSE
"D95TLtaxA9g",TRUE
"D9B_j_gB1VQ",TRUE
"D9KL070EpJ8",FALSE
"D9Vuim6Ck78",TRUE
"D9WVlUYzF6c",TRUE
"D9Yxh5bMsOo",TRUE
"D9_ni0Nh9W8",TRUE
"D9b5WS51qh0",FALSE
"D9ejJMGAOKU",TRUE
"D9jQvSED72o",TRUE
"D9mJo_VL2W8",FALSE
"DA9uep9_l1k",TRUE
"DAD7hnynnLk",TRUE
"DAExmh9YSpc",TRUE
"DAnqlUP5fGI",TRUE
"DAro2WcVH1g",TRUE
"DB-zccL-CiQ",TRUE
"DB0OjQDYGOk",FALSE
"DB8TJdRdyWE",TRUE
"DBIMtQq9DRw",TRUE
"DBVU3YaVGFY",FALSE
"DBVpWQT1y7E",TRUE
"DBaj0A-eZL0",FALSE
"DBdyIDWW-6o",TRUE
"DBe4x5YftNI",FALSE
"DBgV-ka3ywQ",FALSE
"DBhPz6H_jrI",TRUE
"DBotiZG3BQk",FALSE
"DCEKyu9vsoE",TRUE
"DCHZ7HKI_eA",FALSE
"DCKRr6J3wDA",TRUE
"DCXehbu78kQ",FALSE
"DCZ82heGM-I",FALSE
"DCeCe3KOWVo",TRUE
"DCnrsyOVj2Q",FALSE
"DCsPEUGaG_A",FALSE
"DCu9VHxMY9o",FALSE
"DCwHcAaWkJg",FALSE
"DDC7Du3GVyo",TRUE
"DDGIEWEo10w",TRUE
"DDHqEClXuow",FALSE
"DDKNRLPNjzo",FALSE
"DDNcD2T0zyo",TRUE
"DDdb8opnHZk",FALSE
"DDfDQ9JcrbY",TRUE
"DDouMVGsshw",FALSE
"DE2M-t9WuG8",TRUE
"DE7NuXG7Pl4",TRUE
"DEAYvwS2mgM",TRUE
"DEB1NHizyN4",FALSE
"DEPx7jbzlKE",TRUE
"DElr5aLKfo8",FALSE
"DElv5S6Vff4",FALSE
"DEwTFfZvS6k",TRUE
"DF-qJi9C3_4",FALSE
"DF5U5mkysh4",TRUE
"DFCOH66yAOI",TRUE
"DFcQgySDOk8",TRUE
"DFh873gVFXQ",FALSE
"DFyh7UopA34",FALSE
"DG9iw6lh66Q",FALSE
"DGJqY2bip44",TRUE
"DGLABIUh1oQ",TRUE
"DH-Weyzc_tI",FALSE
"DHEh2BIvRlk",TRUE
"DHLUxKtDtO4",FALSE
"DHWGM_zkvGE",FALSE
"DHbU4CSzO30",TRUE
"DHmq40wJaVo",FALSE
"DHrzcmUw68o",TRUE
"DHv6yUGGzmo",FALSE
"DI6U2sdus6Y",FALSE
"DIA68olVbTY",TRUE
"DIBlhsDfR5k",TRUE
"DILHNDvtxlE",TRUE
"DIMrh7vIj5c",TRUE
"DIQu6MnxEE4",FALSE
"DI_Ej_ld3TA",TRUE
"DIx0HKdKoPo",TRUE
"DJ3qtATlQ3o",FALSE
"DJDF2Vka59c",TRUE
"DJHOOC0R3oE",TRUE
"DJP3ykQ7_sM",FALSE
"DJxJBv5Yci4",TRUE
"DK2-rJcx62Y",FALSE
"DK4v3jM66gY",FALSE
"DKAVvPVvHzs",TRUE
"DKBPH1cScy8",FALSE
"DKGLGfLCnDQ",FALSE
"DKSUUjeaWnE",FALSE
"DKa4kIpFaWQ",FALSE
"DKxlITPR-aM",TRUE
"DKzESwWGLQE",TRUE
"DLbDUMDTZSY",TRUE
"DLj9xpgZx1E",TRUE
"DLuxN5Fvofk",TRUE
"DLwha9ud27Y",TRUE
"DM6r5i_NysU",FALSE
"DMGAGqbmrw0",TRUE
"DMGBxtRHvtY",TRUE
"DMIB3QlAvbA",TRUE
"DMKApMDJBnk",TRUE
"DMX622_UTe4",FALSE
"DMp3HKKoCBQ",FALSE
"DN4tNUon1ZU",FALSE
"DNFTUCBO1aQ",TRUE
"DNSI98WtWgo",TRUE
"DNYw5ozujOU",FALSE
"DNaKE7GVMiQ",TRUE
"DNzQaGGfXig",TRUE
"DO6CDm4eglc",FALSE
"DONn68snMAY",FALSE
"DOPgzc4XzjU",TRUE
"DOr47uL15U4",FALSE
"DOr8f2d7HAc",TRUE
"DOvWKUU81pY",TRUE
"DP9abWgSwEY",TRUE
"DPOxERRCPaQ",TRUE
"DPQqGui5b0g",FALSE
"DPTvAEj06ZE",FALSE
"DPW8tNxQUso",FALSE
"DPc3DRZ-2Jg",TRUE
"DPcQPo-FIbs",TRUE
"DQ350-8xhco",TRUE
"DQA54UxHuIU",TRUE
"DQBZfZ18LP4",TRUE
"DQgIkSWOnLM",TRUE
"DQolsl2dW5g",TRUE
"DR1bSgTdL30",TRUE
"DR5n7NYDFys",TRUE
"DROmQUeWxkU",FALSE
"DRQe53gW_3A",TRUE
"DReQakj_Gzw",FALSE
"DRg5-Cxwjjw",TRUE
"DRpnvjBd35Q",FALSE
"DRvqNX83GZg",FALSE
"DS4YgeI6Uro",TRUE
"DSD99V49-9A",FALSE
"DSLHYkXOzyY",FALSE
"DSQAaOzfx70",TRUE
"DSTb78rqMRQ",TRUE
"DSVsohnwydw",TRUE
"DSsEMcXy4m0",FALSE
"DSxVUXMgJOQ",FALSE
"DSxybp9h1lI",FALSE
"DT4DzgMzN5c",FALSE
"DTAO10rgwfc",TRUE
"DTP0hn3q6hw",FALSE
"DTmVSqV1rtQ",TRUE
"DTnMi6LHpqE",TRUE
"DTy1l9vrh1U",FALSE
"DUCHv0WB4C0",FALSE
"DUSwMwA7V-4",TRUE
"DUWIGrDlgdU",TRUE
"DUard5a4NnY",TRUE
"DUeGzvyHhjE",TRUE
"DUiU2H21ZbM",TRUE
"DUkSGpyN-eo",TRUE
"DV5Gv5HFCEw",TRUE
"DV6DFYUdqeQ",TRUE
"DV6t7Cglw_w",FALSE
"DV9SSDiv_dg",TRUE
"DVGEZg3z188",TRUE
"DVTQyWKEJf4",TRUE
"DVZoKEBWZzY",FALSE
"DVpW3C--Yys",FALSE
"DVyN1y4Pjc4",TRUE
"DWaK61MMMhM",TRUE
"DWz4WIJAwoY",TRUE
"DX4QK1jwahk",TRUE
"DX5rAPeElvI",TRUE
"DX9TH1ykTzI",TRUE
"DXEK3gz3wm0",TRUE
"DXRVTPQ1Q_s",TRUE
"DXVMEH44XDU",TRUE
"DXcYFCwzT08",TRUE
"DXlikjslaHg",TRUE
"DXyAHJskXBA",TRUE
"DXyfGHHskNM",FALSE
"DYE9YIszXi0",FALSE
"DYFu6axhEFM",FALSE
"DYP8-xxKRU8",FALSE
"DYl_Eucv8mU",FALSE
"DYpXxphYZSA",FALSE
"DYw0wQBjokw",TRUE
"DZ0FvHZPTKI",TRUE
"DZ6KPqMUDtc",TRUE
"DZIgMi0LsHQ",TRUE
"DZRT0XqFGlk",TRUE
"DZSL8E3bsmo",TRUE
"DZXWJGkPYyg",FALSE
"DZZH7w9Epnw",TRUE
"DZrxTHL2qig",TRUE
"DZsiSRfwSBA",FALSE
"DZu5hjkx0kg",FALSE
"D_MJ_xP5Mks",TRUE
"D_XXLymOvDg",TRUE
"Da2nS8QtZuk",TRUE
"Da6lJzRJCKs",TRUE
"Da6w5kS8v4w",TRUE
"DaDE_s_UTjY",TRUE
"DaQGh9YNsnA",TRUE
"DalE85L_maA",FALSE
"DamV-fS8YUQ",TRUE
"DaoOj_Fl2y4",TRUE
"DasAIcBEabs",TRUE
"DatZqA9Jhik",FALSE
"Db0tYDB-_TQ",FALSE
"Db3UX5QsniM",FALSE
"Db8A0td3_lk",FALSE
"DbE19VojoX0",FALSE
"DbJM59ExK6A",TRUE
"DbNVf-prcRs",TRUE
"DbPSx11096w",FALSE
"DbX0Y9k02hA",FALSE
"DbljnJa62M4",TRUE
"DbxZf1qc6NA",TRUE
"Dc1cZlBEaEs",FALSE
"Dc5Tlwq7cR8",TRUE
"DcEmF-RtnjM",TRUE
"DcPLdsIotgg",FALSE
"DcTYIQ4vv1g",FALSE
"DclACopIu80",TRUE
"DcwvajnPl3Q",FALSE
"DcygNj__CgY",TRUE
"Dd-7s6C_9x8",TRUE
"DdTwjMWOL_Q",FALSE
"DdnloFRm7uU",TRUE
"Ddu2MInJJc0",TRUE
"DdxxeNvojMg",FALSE
"De4q6IUxqsI",TRUE
"DeOOjg_2mQY",TRUE
"DeT4egc_z2I",TRUE
"DeTK_tJW2Lc",FALSE
"DeWjKfPLX-A",FALSE
"DeYisU-b_0k",TRUE
"DeYrw7DjoJQ",TRUE
"DedLoglXkv8",TRUE
"DesglCNBSGc",TRUE
"Dev4QXe_lAM",TRUE
"Df1NkaIAJVM",FALSE
"Df7sv4gK56w",TRUE
"Df9eqVdbLw4",FALSE
"DfC7NnQTYmw",TRUE
"DfH9HJGvMMo",FALSE
"DfK_2elZIEM",FALSE
"Df_BGRQoynI",TRUE
"DfpfOYdK9wQ",FALSE
"DfuyOJsaMgA",TRUE
"Dfz_AB4aYuE",FALSE
"Dg1rT2vYjMY",FALSE
"DgGHGtivzJI",TRUE
"DgL-e323E_4",FALSE
"Dg_qd3UzlmQ",TRUE
"DgbCRuj1p8s",FALSE
"DglN-bwpiZc",FALSE
"DgnS0md0EVY",FALSE
"DgsWpfmO-B4",FALSE
"Dgu2yZ1vlrI",TRUE
"DhB-N2NSLfc",FALSE
"DhETqMinEY4",TRUE
"DhRWkrUNsuU",FALSE
"DhSiLKnhsto",FALSE
"DhhpOcgUlQM",TRUE
"DhkRqfMiZN0",TRUE
"DhyuC3SOIBs",FALSE
"Di-khzGJZbk",TRUE
"Di4EFCPGnGw",TRUE
"Di61kMu8GaU",TRUE
"Di6Wx26QLXU",FALSE
"DiBGMZKqRtI",TRUE
"DiBgty3xuak",FALSE
"DiDWJcZD4No",FALSE
"DiNMxqy4GrA",TRUE
"DiOWj92lEKM",FALSE
"DiSu2sHWAas",TRUE
"DiXdDkFSjMI",FALSE
"DicTri50aeg",TRUE
"DieZA3iTz8g",FALSE
"DikCApgHw9g",TRUE
"DipaWAV4CRU",FALSE
"DixNEZn-pck",FALSE
"Dj7QQhOgqT8",FALSE
"DjBLdUm7lRU",FALSE
"DjCqjGdSNEg",TRUE
"DjENa5dmHMo",TRUE
"DjFRiXvKzF0",FALSE
"Djl295HpEf4",TRUE
"Djmp4HKZ3Kk",TRUE
"DjrAZhemlVE",TRUE
"Dk-SoMof-9w",FALSE
"Dk99C9HmYxs",FALSE
"DkAwyx23YUM",TRUE
"DkIYO2ojjR8",TRUE
"DkOL3LxZniM",FALSE
"DkSZbkcaMzw",FALSE
"DkXcfiJ6seo",FALSE
"DkyGe5kasr4",TRUE
"DlFt0TEqnco",FALSE
"DlUNJGrxiKo",TRUE
"DlUoQ0NESeg",TRUE
"Dl_wtQCOCFE",FALSE
"Dlepray0gF4",TRUE
"Dlt77pM8BS4",FALSE
"DlvkXEcqDZk",TRUE
"Dm1mbuERqXc",TRUE
"Dm2vZO_XwxA",TRUE
"DmD-KlGJ3Yk",TRUE
"DmEV1a-TKFM",FALSE
"DmGjPqCz1VQ",TRUE
"DmM4-FxtgU4",FALSE
"Dme4Sjh3VVc",FALSE
"Dmji76RMvGs",FALSE
"DmttNTj8B5U",FALSE
"DmyTlLZGwik",TRUE
"Dn0u2JApQJ8",TRUE
"Dn20L6p-LJY",TRUE
"DnG6SEN6ivk",FALSE
"DnLUlF6j8rI",TRUE
"DnX3F7eR2hU",TRUE
"Dncc8-bRNCc",TRUE
"DnpjUDHnUlg",TRUE
"Do8rWf_EOZ4",FALSE
"DoCzAFJ8a2w",FALSE
"DoJd2yolcKw",FALSE
"DoWSg7j9fGc",FALSE
"Doao-eQAapk",TRUE
"DoeEE-LMpjE",FALSE
"DovRQa6UM6o",TRUE
"Dp0fio1Igsc",TRUE
"Dp2IgcA3s4k",FALSE
"Dp6wLVQioek",TRUE
"DpTS_LzCpG0",TRUE
"DpcfUEMRmQc",TRUE
"DpfoDqTnBBw",TRUE
"DpklJudlrok",TRUE
"Dq5CiLCoTEQ",FALSE
"DqDqW-dYuZ4",TRUE
"DqVNRw5u3QI",FALSE
"DqZ5vit0kp4",TRUE
"DqgkNoK9W1I",TRUE
"DqtdBjhfxUA",TRUE
"Dr0hCPpSpa8",FALSE
"Dr2OPPXaFqw",TRUE
"Dr62PgO6W4E",FALSE
"DrX-ThAi33c",FALSE
"DrdpHYwLGSY",TRUE
"DrgXEyQBQ5Y",FALSE
"DrlW34woNv4",FALSE
"DrlhCnVo-vU",FALSE
"DrncpDKuccs",TRUE
"Drz1R6QbRyA",TRUE
"Ds0ss0XdchY",FALSE
"DsFXp4qaLv8",TRUE
"DsPvnw-1smA",TRUE
"DsSfVUqYE4s",FALSE
"Dt-eaP7b9Os",FALSE
"DtIsiGDczE4",FALSE
"DtK2NYbMd1g",FALSE
"DtM-OwsW0qE",TRUE
"DtScn3QQbMg",FALSE
"DtYLIW8MOOc",TRUE
"DuAINUSH9fA",FALSE
"DuKh_hVWxv0",TRUE
"DuLGIPoCUms",TRUE
"DuQ4NM2_biI",FALSE
"DunSUoj47Sc",TRUE
"Dv2HhZuMYyc",FALSE
"Dv2YKPl8ZCs",TRUE
"DvW7nIAOUqU",FALSE
"DvbcHKsoTm8",TRUE
"Dvbj_SYuTBQ",TRUE
"Dvo3v49umCk",TRUE
"Dvu5q8clw3E",TRUE
"Dvzxn40PGlk",TRUE
"Dw01boVmeyo",TRUE
"Dw0lmQ-jvII",FALSE
"Dw6som4-zcc",TRUE
"DwAhy8Y-VhA",FALSE
"DwKTwN0_sfw",FALSE
"DwLibbw2w3Y",TRUE
"DwjFp3UGivQ",FALSE
"DwqovoCqZVc",FALSE
"Dx15rUB3m8Y",TRUE
"Dx7VgwJrBY8",TRUE
"DxAjZyir6mk",TRUE
"DxH0iJ4NsF8",TRUE
"DxI26-xpsCw",TRUE
"DxN5rrTgWOc",TRUE
"DxWvfhIPjnQ",TRUE
"DxYcbd7SNTM",TRUE
"DxnRjZs13TM",TRUE
"DxqPgBSBf28",FALSE
"Dy0a4PoXINc",TRUE
"DyB9fXKD4rw",TRUE
"DyIccDzaM9Q",FALSE
"DyMR6R6WG0E",TRUE
"DyskuJY49ys",FALSE
"DyzQ_N5BtlE",TRUE
"Dz0sCACU5vc",TRUE
"Dz3hKTTDf9g",FALSE
"Dz9dUrXLZ1M",TRUE
"DzX3hDd0PeA",TRUE
"DzqZYXlfDWw",TRUE
"E-7aDEsP6K8",TRUE
"E-HtVsrLx-8",TRUE
"E-Mm9yz5EJc",TRUE
"E-Pqbn2CwhU",FALSE
"E-m6VSfhjP8",TRUE
"E-qZo_BjtKk",TRUE
"E0A8SJTqW-0",FALSE
"E0HI20Y4q_k",TRUE
"E0Iu2-X8mCw",FALSE
"E0YtGSF4aOw",TRUE
"E0bxkXHa4mU",FALSE
"E0o9VqK6oyA",TRUE
"E0p2zNYPleM",FALSE
"E10Ic45N6BI",TRUE
"E13M6NtPEwY",FALSE
"E1cVmdeu5Ig",TRUE
"E1njYqF3-i0",TRUE
"E1xKmsUI2dQ",FALSE
"E1xbibYx188",FALSE
"E20-ecUN38g",FALSE
"E24Z1Bn2GS8",FALSE
"E2EvDddObJ0",TRUE
"E2JF1g8aWGo",TRUE
"E2L0mdNoXZE",FALSE
"E2XJ8SxxODE",FALSE
"E2mSDxNxrxM",TRUE
"E2qeDa_ZrNg",FALSE
"E2rpWjIYaDE",TRUE
"E3Ct1woC-mw",FALSE
"E3I2R6AilmI",TRUE
"E3X0gUVXqu4",TRUE
"E3nO6NXhl0s",TRUE
"E3opg7kp6Bg",TRUE
"E3yc6A1NyX4",TRUE
"E3z_kvo4NUk",TRUE
"E41xqtjHBZA",TRUE
"E4l-GZXi0FY",TRUE
"E4xNiuSHIto",TRUE
"E4xkPac2KJI",FALSE
"E5Pgr2uhZl4",TRUE
"E5aNr3aIshE",TRUE
"E5gmPCex5KI",TRUE
"E63nbOeO4b8",TRUE
"E64EU7soP-w",TRUE
"E6PF_hpwJEo",TRUE
"E6U7pGYGhzk",TRUE
"E6uELdUW4V8",TRUE
"E71ADdXAjYQ",FALSE
"E71JNlZ5IgQ",FALSE
"E7CCNazDSw4",FALSE
"E7KwuZUdA1g",TRUE
"E7M9tc3cjnY",FALSE
"E7QLE02wkEA",FALSE
"E7iIOpVcv30",FALSE
"E7vyQA8Up_U",TRUE
"E88fMB5UjcM",TRUE
"E89DrsJzJGE",TRUE
"E89dc2bN7PE",TRUE
"E8EAw9Yvse0",FALSE
"E8PTaSKafX8",TRUE
"E8Y-vl4kL2Y",FALSE
"E8ZbMIxZ8Hg",TRUE
"E8dQM_5VVAw",FALSE
"E8dv6u-tXQA",TRUE
"E8ktBl1Ntus",FALSE
"E8yAEGTcvS4",FALSE
"E9-F5V7N5-I",FALSE
"E9DTjdmPlpg",FALSE
"E9_VetkKqzI",TRUE
"E9bgCmcQaFk",FALSE
"E9eWfPIwU1c",TRUE
"E9rczUhsb0k",FALSE
"E9y5RL7jSmk",TRUE
"EA0YDPSumIo",TRUE
"EA2kUPZaZq8",TRUE
"EA9ONCKrtRI",TRUE
"EAAIsBz0Q5U",TRUE
"EAREoAJ9v3w",FALSE
"EAetVL50YoI",FALSE
"EApZP1nkWPQ",TRUE
"EB3n4x01_JE",TRUE
"EBCvsknS2P4",FALSE
"EBRWIclX0MA",TRUE
"EBnfvKgW_sc",FALSE
"EC5zQcASS_M",FALSE
"ECJW7sFeA0Y",FALSE
"ECK99i4SqKI",FALSE
"ECLPcNDkv2k",TRUE
"ECRzwhbLaxY",TRUE
"ECUO_6jFaJc",TRUE
"EC_Wey2kRow",FALSE
"ECc24XUDFbk",TRUE
"ECjC2TKXDPo",TRUE
"ECmT3crwHt4",FALSE
"ECx1Fv-8WGE",TRUE
"ECzazALnlpg",FALSE
"EDJM3Hw30K4",FALSE
"EDRrpvGEfaI",TRUE
"EDX6lu67vnk",FALSE
"EDqXAeHJGNA",FALSE
"EDqvIdd1Mi0",TRUE
"EEIvgQDDfJw",FALSE
"EES8MJnG6qI",FALSE
"EEbTEDamhtQ",FALSE
"EEcbev1WAbQ",TRUE
"EEuWxrrBjaw",TRUE
"EF2AZIJfZnA",FALSE
"EFScAmz9Cfc",FALSE
"EFUh2i_XYu0",FALSE
"EFhPOXkgoJU",FALSE
"EFnuhxj7n9I",TRUE
"EFoqFZ3mdTA",TRUE
"EFtBLDbJ1hw",FALSE
"EG1P7rkV_D0",FALSE
"EGJRJtu_sHE",FALSE
